id_proposicao,casa,codigo_texto,data,tipo_texto,descricao,link_inteiro_teor,pagina_inicial
257161,camara,225810,2004-06-08,Apresentação de Proposição,Apresentação do Projeto de Lei pelo Dep. Luciano Zica e outros,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=225810,1
132865,senado,7715983,2018-04-10,Avulso inicial da matéria,Avulso inicial da matéria,http://legis.senado.leg.br/sdleg-getter/documento?dm=7715983,1
132865,senado,7721263,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721263,1
132865,senado,7721401,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721401,1
132865,senado,7721395,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721395,1
132865,senado,7721389,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721389,1
132865,senado,7721383,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721383,1
132865,senado,7721377,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721377,1
132865,senado,7721371,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721371,1
132865,senado,7721365,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721365,1
132865,senado,7721359,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721359,1
132865,senado,7721353,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721353,1
132865,senado,7721347,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721347,1
132865,senado,7721341,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721341,1
132865,senado,7721335,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721335,1
132865,senado,7721329,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721329,1
132865,senado,7721323,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721323,1
132865,senado,7721317,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721317,1
132865,senado,7721311,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721311,1
132865,senado,7721305,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721305,1
132865,senado,7721299,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721299,1
132865,senado,7721293,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721293,1
132865,senado,7721287,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721287,1
132865,senado,7721281,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721281,1
132865,senado,7721275,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721275,1
132865,senado,7721269,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721269,1
132865,senado,7723696,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723696,1
132865,senado,7723739,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723739,1
132865,senado,7723733,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723733,1
132865,senado,7723727,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723727,1
132865,senado,7723721,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723721,1
132865,senado,7723715,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723715,1
132865,senado,7723709,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723709,1
132865,senado,7723703,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723703,1
132865,senado,7723602,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723602,1
132865,senado,7723668,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723668,1
132865,senado,7723662,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723662,1
132865,senado,7723656,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723656,1
132865,senado,7723650,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723650,1
132865,senado,7723644,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723644,1
132865,senado,7723638,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723638,1
132865,senado,7723632,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723632,1
132865,senado,7723626,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723626,1
132865,senado,7723620,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723620,1
132865,senado,7723614,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723614,1
132865,senado,7723608,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723608,1
132865,senado,7723425,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723425,1
132865,senado,7723488,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723488,1
132865,senado,7723479,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723479,1
132865,senado,7723473,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723473,1
132865,senado,7723467,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723467,1
132865,senado,7723461,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723461,1
132865,senado,7723455,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723455,1
132865,senado,7723449,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723449,1
132865,senado,7723443,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723443,1
132865,senado,7723437,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723437,1
132865,senado,7723431,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723431,1
132865,senado,7723320,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723320,1
132865,senado,7723382,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723382,1
132865,senado,7723374,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723374,1
132865,senado,7723368,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723368,1
132865,senado,7723362,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723362,1
132865,senado,7723356,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723356,1
132865,senado,7723350,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723350,1
132865,senado,7723344,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723344,1
132865,senado,7723338,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723338,1
132865,senado,7723332,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723332,1
132865,senado,7723326,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723326,1
91341,senado,3931750,2009-05-28,Avulso inicial da matéria,Avulso inicial da matéria,http://legis.senado.leg.br/sdleg-getter/documento?dm=3931750,1
91341,senado,3931858,2016-05-17,Parecer,Parecer,http://legis.senado.leg.br/sdleg-getter/documento?dm=3931858,1
